id,start_date,ban_date,period
account.37b8e3773b1f4f2cb798c8df74b675cb,2019-03-03,2019-03-09,7
account.450bd8bf490c4f5b909bcce9b4094eb1,2019-03-25,2019-03-30,6
account.c1d1249c9ab5420b9582b9a86c062aa2,2019-03-06,2019-03-07,2
account.d916ac61406742df8b4b37494f5a9f44,2019-03-20,2019-03-21,2
account.feb64a9959e54fc3b2fdca6806ee96da,2019-03-16,2019-03-17,2
account.07fa4f4cc1fc43df873fd7645c9ca4bf,2019-03-05,2019-03-07,3
account.2a5cd273e3894b1296eb19b2bc0f19d6,2019-03-03,2019-03-11,9
account.383567bffe5244229740e5a22a410951,2019-03-11,2019-03-15,5
account.3f83cf58a60e4b32963765bbc05d2bc0,2019-03-21,2019-03-21,1
account.465d3418339a4d1db3cfe29a146c38bf,2019-03-06,2019-03-07,2
account.5a3c7bc0ecf8436e83b31b3817b527a7,2019-03-12,2019-03-13,2
account.5f7dceb2bd3e40c7b7e63a657afff629,2019-03-05,2019-03-06,2
account.7957863ca4b548f99dfc09f9f13cde75,2019-03-15,2019-03-25,11
account.829a5891e2554617aaa90a35869ef1ac,2019-03-20,2019-03-21,2
account.8ed8d4f82ec24f708eb0ea40f603590d,2019-03-02,2019-03-03,2
account.c6c8c2023841443a8bbd98367e3dc893,2019-03-07,2019-03-09,3
account.01291aabe7f94fc98d4417f399cc633d,2019-03-15,2019-03-16,2
account.1e20eb40f73146d484686f26812288c7,2019-03-03,2019-03-13,11
account.32df1e7e1fe841d4b4ec2fb929fda0be,2019-03-15,2019-03-17,3
account.5b50b281309041d2ae7263e59b7b6a6b,2019-03-06,2019-03-09,4
account.657b95fe44a144488db73fe1c4a9e9bb,2019-03-20,2019-03-31,12
account.68677ede24c7487a801b99905e793619,2019-03-27,2019-03-27,1
account.6aef185bf2d441ceb9804425ec79b0df,2019-03-07,2019-03-09,3
account.7a2ccba1986f40f2962b3e3aeb53c68b,2019-03-10,2019-03-12,3
account.958a506393e9415fa617b0b614fa474b,2019-03-13,2019-03-22,10
account.9facd2f88ac444c883c59bf2e636534d,2019-03-07,2019-03-08,2
account.9feeec71ba9b44d386a5c4138c4680b2,2019-03-02,2019-03-04,3
account.a72bb3ae2a6d464098c778aedfc2fd7c,2019-03-01,2019-03-26,26
account.af1fc9ec5b8348ef924b0f4ea0314982,2019-03-08,2019-03-09,2
account.d72e2bededb44999bb7ad029b7a31f52,2019-03-03,2019-03-04,2
account.da9fff9802104675b28c742c4e3ee148,2019-03-19,2019-03-20,2
account.e70ccce0cc2e401497ed5d91efaf5fd2,2019-03-03,2019-03-04,2
account.06dd7ac8ac4144faa25617b002c99692,2019-03-06,2019-03-07,2
account.29c597266ea8411fb55cfd41afcf14c1,2019-03-05,2019-03-06,2
account.36b5b29ec29d49c482136739aecbd621,2019-03-04,2019-03-05,2
account.498c9c720b504047b762e6d4b45376cd,2019-03-03,2019-03-05,3
account.69fca7f27e454745b31315d70db1ab80,2019-03-02,2019-03-03,2
account.6b823a4732234237bc9e3d680d86709a,2019-03-16,2019-03-17,2
account.733c4f24efc740988dc6761d7d0d2c6d,2019-03-04,2019-03-06,3
account.7988291900d84c8e81b7d71a8e73b5e2,2019-03-10,2019-03-12,3
account.7dd67ef1d1ca418494540dbc0346e434,2019-03-14,2019-03-14,1
account.8f64f6c092604fbdb36751ac7c9e6359,2019-03-03,2019-03-11,9
account.9a8032da57f941d592caecd2dde6dc72,2019-03-16,2019-03-17,2
account.9eb7e962e78b4031b09cc9111ee53072,2019-03-05,2019-03-09,5
account.a5c1b6c1b2f14d858d3a28cb3910025b,2019-03-25,2019-03-27,3
account.aa43977baa18411791d31ba7e9f1d720,2019-03-01,2019-03-07,7
account.b3c2c761636f44baa5aa06503e276341,2019-03-02,2019-03-09,8
account.b9b093acd70e436fad354bf5498ac634,2019-03-18,2019-03-24,7
account.d17baa3fb7364970bb8df6e65fe1f293,2019-03-22,2019-03-25,4
account.da93edf622d14cc49e2264e7cce6f07b,2019-03-06,2019-03-06,1
account.086e1e6ff13a457e9743bc01ea962831,2019-03-11,2019-03-19,9
account.0a3213514d8e4e4187ea1e9e441fc398,2019-03-05,2019-03-12,8
account.11f50b2d088142e6bb2f77953c3225bc,2019-03-11,2019-03-13,3
account.27200b38e44341c4923df087755dc6dd,2019-03-13,2019-03-14,2
account.31bdbd29415948faa49ddbef9c93ec00,2019-03-15,2019-03-16,2
account.3c4e9db182e14445bb1b8925d53ce9b0,2019-03-07,2019-03-09,3
account.4a92a045f71541c78817b61c3dc06d7d,2019-03-03,2019-03-09,7
account.6d640f9de5a743feb7a3724c00a1b42b,2019-03-08,2019-03-09,2
account.7dabc18ff9e7421a9f2dae763ca6ab0b,2019-03-02,2019-03-09,8
account.86b932a797ab47c6a572b48276568e8b,2019-03-13,2019-03-14,2
account.86e137bcc18c4ddf8a638faa1663afb9,2019-03-15,2019-03-22,8
account.9830a4dc66bd47d4830e07ea8ac1ef76,2019-03-02,2019-03-07,6
account.9c231bb1600e4015bcd45f86616bc982,2019-03-11,2019-03-17,7
account.ce54d81c4bd14cf5b6e931a344b9a6ad,2019-03-03,2019-03-07,5
account.d1032d508cf144bf82fc8212ad70eb8e,2019-03-03,2019-03-04,2
account.d6266898b9ef4c3891991e4349c8bede,2019-03-12,2019-03-13,2
account.db607521640647dfaa9e4fe417cf0c3f,2019-03-18,2019-03-19,2
account.dbff611232454999ae629c6a1d0a2445,2019-03-01,2019-03-02,2
account.ddc2019a45f845768f7b9278d62634b5,2019-03-16,2019-03-16,1
account.e53e2691dd5f4306a6470ba380eb3f6a,2019-03-26,2019-03-27,2
account.ef46b8172d8f4438b186915588012840,2019-03-26,2019-03-27,2
account.f2364458aae94a8985d76691f000a186,2019-03-01,2019-03-07,7
account.09bbc5fd6e0c43259d1f483de41ff923,2019-03-24,2019-03-25,2
account.0caf2698631e4bf08a33e93be60e899d,2019-03-04,2019-03-09,6
account.10faa07e8c554ae19d2a192510928fd7,2019-03-16,2019-03-17,2
account.123cb4b2f084409ca78923fe01a9e8b0,2019-03-10,2019-03-11,2
account.43d98ba39e5f4605891136daa41159bd,2019-03-13,2019-03-16,4
account.44b6255d7a9a47789a15a7bb90d93fbd,2019-03-29,2019-03-29,1
account.66c3efcb5da344b7a42f81208bc4b51e,2019-03-22,2019-03-22,1
account.7e2aebe2fd0144139207446f65ff3f15,2019-03-19,2019-03-20,2
account.8a96da8cbe764eeea5da357ee29a94e8,2019-03-03,2019-03-04,2
account.9e708f3461d24538bc2c52789e49b1f0,2019-03-15,2019-03-25,11
account.c51ed804ab16429bb32aed860df31bfd,2019-03-01,2019-03-09,9
account.f450cac808554ab7a1ac9b43854b999c,2019-03-01,2019-03-02,2
account.0f245b6cfb3a479cbff7357741ce78a4,2019-03-01,2019-03-22,22
account.0fe800bcad8d45569a73f30673a8fafd,2019-03-06,2019-03-09,4
account.1b4cb72395634a08b2945472b2064a1f,2019-03-18,2019-03-23,6
account.5812f65c63774f99bbae5948dc7cb33e,2019-03-02,2019-03-04,3
account.6066415d14bb4903b9108333f8f80573,2019-03-03,2019-03-09,7
account.7469997e4b054b4dba172e8d0f03b2c8,2019-03-03,2019-03-04,2
account.87836a00d47c4e76a5921ba28c969cab,2019-03-22,2019-03-23,2
account.9c3f31e973e14a14addce09089be2a72,2019-03-03,2019-03-06,4
account.a6ee878c59394a469acb944b526deb9d,2019-03-02,2019-03-04,3
account.ad8f45d8cdec4846bb7a520d0efe0b72,2019-03-10,2019-03-16,7
account.bad096f8c719411cabba44bcb2fec51a,2019-03-20,2019-03-21,2
account.e80e521312c54b45a97472be98ea8cd7,2019-03-21,2019-03-21,1
account.31d075093a104d31a8e88187eb6239d6,2019-03-18,2019-03-28,11
account.363c710ca79b408eb68a7be3fd6e5ee8,2019-03-10,2019-03-13,4
account.39f820393da5419583f011739702097f,2019-03-09,2019-03-10,2
account.42528f7c46b34621b5621fa0c55195fe,2019-03-02,2019-03-09,8
account.6e2bb25ce284453f93fecd2d40f7f88e,2019-03-09,2019-03-11,3
account.8147a269848a4506aebb87011854c9e4,2019-03-26,2019-03-29,4
account.8440a1e3310c4923bc5bf31826a08df5,2019-03-01,2019-03-09,9
account.87d3415c7c6147cbb5072b090628a249,2019-03-09,2019-03-22,14
account.9780585ed07041e0af5ed204439223e8,2019-03-01,2019-03-06,6
account.bef0ace4dd6e465ca2adab1a60915927,2019-03-08,2019-03-09,2
account.e19af2317e4e46499ca387c2e1920d8b,2019-03-19,2019-03-20,2
account.fc4d39301b9545ad91ae0180f68a4865,2019-03-09,2019-03-26,18
account.13f30d2bc96c49f8aefb388a36c3fed1,2019-03-02,2019-03-04,3
account.2ea1ea1f044a4941b75dd385ac044806,2019-03-02,2019-03-06,5
account.4328c2f615e64b9ea75b0a4da9ada94d,2019-03-12,2019-03-12,1
account.4dc1ae04b58946c58c61a8ef0ced257c,2019-03-28,2019-03-29,2
account.776165db77844a339159da3b6d04bf3b,2019-03-22,2019-03-23,2
account.80187feb10b94b0dac297c5ae0635fb9,2019-03-05,2019-03-06,2
account.8b1ac160cedd42daaf362760522e8202,2019-03-03,2019-03-04,2
account.8d1e9cae3a6841a0a7898bca7e3f3a07,2019-03-05,2019-03-07,3
account.9ab4d0c9b1404f92afb77f8af9f88bd2,2019-03-05,2019-03-06,2
account.9e1a0617f53646a6ad0265e22d0c965c,2019-03-03,2019-03-24,22
account.a7a676a08de542e89a1a6799b934bab3,2019-03-01,2019-03-05,5
account.b596fd99f18d46c0abb829c6d07889d6,2019-03-13,2019-03-20,8
account.b9c9ec0de88f44bca2af52ed6abf70f4,2019-03-14,2019-03-14,1
account.d61a8218ff31407c82771d12e3ff7ece,2019-03-11,2019-03-12,2
account.e5cc00c85f1b47c29646d9799b2c1ca2,2019-03-01,2019-03-02,2
account.0933610baac54d4f9d6b057e8ff9469d,2019-03-02,2019-03-03,2
account.113ba0caf07e42e8ab533d70b7c1c5a8,2019-03-02,2019-03-05,4
account.1344dbb9b3df465fa25695a2c1d62490,2019-03-01,2019-03-04,4
account.1d78e2ed050f47358599fd332119cd01,2019-03-02,2019-03-11,10
account.27ace8c427f44a3096988ed56b6e9b3c,2019-03-20,2019-03-22,3
account.2a311e94d2f84a6f8dcbad8ea0d62786,2019-03-22,2019-03-23,2
account.693478077d614629b26d068f03562cad,2019-03-01,2019-03-02,2
account.7f905d479fb14ca6a95086c9aa7a6d31,2019-03-05,2019-03-09,5
account.870cad3be9cf48aba79995e9671f6b80,2019-03-05,2019-03-22,18
account.8d40fe876b044c488b04f561d63e6d8f,2019-03-29,2019-03-31,3
account.942cbd5de7114d84a142199837535ad9,2019-03-06,2019-03-07,2
account.a18279f7ab0d4ec5aca60accd2be1d1c,2019-03-23,2019-03-24,2
account.a2bf873c90cb415d8e4a25ca8777581f,2019-03-01,2019-03-02,2
account.a87c2f6cd0ed4941b834fc6380c5714d,2019-03-03,2019-03-04,2
account.c7657d58fa2041d8a47891f2ce2b8759,2019-03-08,2019-03-09,2
account.db0248827ca14390abd86b6359d1c652,2019-03-09,2019-03-11,3
account.f997eaeac4cc415c85cd8d978a1f80a7,2019-03-22,2019-03-29,8
account.fa486afcfe014e7bb7811ad5361660fe,2019-03-05,2019-03-06,2
account.035511c67293477fb03c9878daa66563,2019-03-30,2019-03-31,2
account.0fd191bc6ca94017838c571c40c765ce,2019-03-18,2019-03-23,6
account.37aeb79723da4a2c89ada42b32744de7,2019-03-02,2019-03-03,2
account.496be979180b43ceaaa3e2e088b832a4,2019-03-06,2019-03-11,6
account.64c46f782b514334a460e9ed058e30b7,2019-03-07,2019-03-09,3
account.96d38f815d1e47d6b32ee1de5d4e2ab2,2019-03-01,2019-03-09,9
account.97a471f75d134b3e9f38c3c7cdd9886f,2019-03-11,2019-03-11,1
account.9856350f5f4d4e2eba1177efabe0961f,2019-03-07,2019-03-08,2
account.9b0cc8c2a2b1457b940ccac26e2d2a7b,2019-03-16,2019-03-17,2
account.a1a99f1be6ab474e95fe84d860c0c617,2019-03-04,2019-03-05,2
account.ab9d57d211dd4db1841e40accd40e967,2019-03-04,2019-03-06,3
account.daa58f4539954fcb8c0031e07f9b9b55,2019-03-12,2019-03-13,2
account.1baf22d182bd4d538fcd0f59fd9cb96b,2019-03-01,2019-03-02,2
account.27611116bbd4499eab57c807f2be8b70,2019-03-10,2019-03-11,2
account.3c779fe9a0334e8abc993cb60462fd9a,2019-03-01,2019-03-30,30
account.416582bdad9e4faca104a0e15906b6ce,2019-03-01,2019-03-09,9
account.482e08e7d5e24d218e03a440867e6a5b,2019-03-03,2019-03-07,5
account.4dec05c581054253b8221d3125de8d74,2019-03-09,2019-03-12,4
account.670fd0024ebd441f82978e00e6517f5d,2019-03-01,2019-03-02,2
account.7e8c7834a8ba422f90eee1d105e98b8b,2019-03-10,2019-03-16,7
account.a9b87f7afa5649deb600d1f4d42bd03e,2019-03-04,2019-03-05,2
account.b812a815af6c4a64b4bd84486833975d,2019-03-17,2019-03-21,5
account.fdce5d6d986740469b4845fc56f0a3b5,2019-03-09,2019-03-25,17
account.ff1a22c7c8104599a0ec73b0bab15803,2019-03-08,2019-03-13,6
account.272b33c633774a4a8e514d52b4844cbf,2019-03-02,2019-03-02,1
account.2ea0e7ca77ad45b49f121a95888fb0e1,2019-03-02,2019-03-06,5
account.48a26377b915477ab941c6a845fdf104,2019-03-12,2019-03-28,17
account.538e71512700434ea97deedbd0d7d13d,2019-03-12,2019-03-19,8
account.54cd3c456da84ad7818298e5449a6c74,2019-03-12,2019-03-12,1
account.7e41e33dd08b45af94d05c6ea9905505,2019-03-06,2019-03-09,4
account.806a4cda075744439289a3989ef377da,2019-03-03,2019-03-03,1
account.82c0f28ba238426e8751e211d3a7171e,2019-03-09,2019-03-09,1
account.9619606b38c24454ba031a2a64206b9d,2019-03-02,2019-03-03,2
account.ad7192b70eca423d95ded36c8d0cc870,2019-03-03,2019-03-04,2
account.d2190788338a4fc5884e35f5287cd7b6,2019-03-08,2019-03-09,2
account.d75c12e913d14439aeacfdd690828b68,2019-03-02,2019-03-03,2
account.d96c2f0cf4bf43438d937a595e5a9d50,2019-03-02,2019-03-03,2
account.0b98e3ce03c84b368dae0476734210c8,2019-03-10,2019-03-11,2
account.24e08ad1b31d4202b95456226cd99502,2019-03-20,2019-03-20,1
account.3bcbc186e6354939abcfdccc30546d10,2019-03-03,2019-03-26,24
account.3d6c6349072542198f673b4392397764,2019-03-15,2019-03-24,10
account.3df30f373b424fce909e576c4e3432a6,2019-03-10,2019-03-10,1
account.3f6305f7e4374328969bbd814d32d6dc,2019-03-05,2019-03-07,3
account.6598435b59994e028420dd9eeeaa94f8,2019-03-02,2019-03-03,2
account.8c4f8dd1ffd543cc8e1835778237384b,2019-03-16,2019-03-24,9
account.991a3fcb303b4102a68c13773b8ec653,2019-03-02,2019-03-04,3
account.a93a8f66f56c4062a305f58dd43ec840,2019-03-05,2019-03-06,2
account.bca0e6e3608a44499ad37ab37680dba6,2019-03-02,2019-03-03,2
account.dee17a275b6a40a5956ff22b61672d34,2019-03-17,2019-03-27,11
account.e62662a860d142768213dbbd43b4399e,2019-03-25,2019-03-26,2
account.e6d5e4a8234747f3add89231b5acb3df,2019-03-09,2019-03-09,1
account.e6f4346cd29546b1b6521b7c1db86947,2019-03-10,2019-03-26,17
account.e90d26d7ba344a01987db5a30201e1d2,2019-03-26,2019-03-27,2
account.3f248ae1789a452d8b8ffcf208a92078,2019-03-06,2019-03-07,2
account.4a5bcc0a35a04a96a64648e775035f06,2019-03-10,2019-03-11,2
account.57a079eaa5d74672835a7dd02388c273,2019-03-25,2019-03-29,5
account.6a49dcfdd4274204bad896c722e659d7,2019-03-16,2019-03-22,7
account.736ce83d4a9849e8a5776a34176d8fa8,2019-03-04,2019-03-09,6
account.806ec3e5ca3e43bd98d80e4874503c40,2019-03-01,2019-03-02,2
account.8d787beb4e2242958c116da030cd698d,2019-03-15,2019-03-16,2
account.8f26cb477008430eaf39920c12b02f5c,2019-03-29,2019-03-31,3
account.9cb501d78dad4c9f80a2da185f826e09,2019-03-16,2019-03-19,4
account.c7d4a803632b4708aebe79dcfbaf95fc,2019-03-02,2019-03-04,3
account.d68d2f5559954c039aa4db87bb338f51,2019-03-10,2019-03-11,2
account.e037a9324e7a4b78ba4fd897e099c361,2019-03-13,2019-03-21,9
account.ef2eae7f882f48acb0ad42b697f8dd63,2019-03-06,2019-03-14,9
account.f5be94a235e94dde86a8102a702d3c0d,2019-03-01,2019-03-05,5
account.0b71912a942b46128096afb1dee55fed,2019-03-10,2019-03-11,2
account.20db06b28dcc45dea98508bc48890d63,2019-03-03,2019-03-05,3
account.215b27f4c7af491bbe3db448d720473d,2019-03-01,2019-03-02,2
account.3745720c9e7a4b2b8bc4645b4c20646c,2019-03-02,2019-03-03,2
account.39adad7a06664576b663220be37e3e9f,2019-03-02,2019-03-03,2
account.3bd397535eb648cf99d16c19b6f72ea0,2019-03-02,2019-03-06,5
account.3d0eeb0d57dd4fef8e938eb0d0e60b07,2019-03-05,2019-03-06,2
account.4cfea651a0e944bb9f36edf7c2b305bb,2019-03-12,2019-03-12,1
account.5a9e0b11011d448a8afa030795b166fc,2019-03-15,2019-03-20,6
account.68097a041ef04d00ab636ff367618b87,2019-03-09,2019-03-10,2
account.7111bdaf73404b72ba7a53a6d1e691cc,2019-03-09,2019-03-14,6
account.736219f5eda341fe9a1155b7603b0ec9,2019-03-04,2019-03-07,4
account.a90af69f4002425bb23667a5d806ae04,2019-03-02,2019-03-03,2
account.aa423930e79440829eabd9bc6120c85e,2019-03-10,2019-03-11,2
account.ac8ce2c8d0c24c55bdebacc1fbe5a61f,2019-03-12,2019-03-14,3
account.bb435bbadbd9401eaacfd6b1b304eab1,2019-03-10,2019-03-11,2
account.bd33ea21d04a4ca188fa0f351b214115,2019-03-11,2019-03-22,12
account.c234e8e6c615494a866e6999b31d7d6f,2019-03-30,2019-03-31,2
account.e4e66322477d43b999a23ac414bc74c4,2019-03-06,2019-03-12,7
account.e9ff155c898b4075a9996dad9a0480db,2019-03-02,2019-03-09,8
account.0d2e7d87aaa546ad9ba55aebd73ce06e,2019-03-28,2019-03-30,3
account.10e34a231c5c409fb7efc3a88e2c54e4,2019-03-06,2019-03-09,4
account.1a4016ffb3824a6a85a4868ec63a2ff1,2019-03-24,2019-03-25,2
account.1e1ba17cde4f43baba5d83000289f153,2019-03-09,2019-03-12,4
account.37472624702a451bb7bb62e0416df3aa,2019-03-09,2019-03-09,1
account.5769a6a03ce04c8e8927da32d6b5eecc,2019-03-02,2019-03-06,5
account.614f57d10b4d4d6987e6e3d9ea951697,2019-03-10,2019-03-17,8
account.74a2be1128564a239da42ab133f2c705,2019-03-22,2019-03-30,9
account.92ece9bac1d54d00a3fec3ea8a922073,2019-03-05,2019-03-10,6
account.a49c20c2f73d4a5b8650aad0ca28b8a4,2019-03-02,2019-03-03,2
account.b24cd2b40af04a65844bebc7bf9c98af,2019-03-02,2019-03-04,3
account.c84ad58e82ce406e89a7947577d7412d,2019-03-15,2019-03-16,2
account.d0d3e4b5b74345cd987cadd84019ebd5,2019-03-27,2019-03-27,1
account.d366d62d8eb24c679163efe7bd9a8eff,2019-03-30,2019-03-31,2
account.0eb98c20be944047a552018403e595a9,2019-03-14,2019-03-17,4
account.19a8a96d31db4f8284679404f1f5bb74,2019-03-05,2019-03-09,5
account.2525cbfffab048c2b0e2b5082207b7be,2019-03-03,2019-03-06,4
account.34f1956d248e499f9ea817e95f290043,2019-03-08,2019-03-12,5
account.3a7c6137bbf544b29737c480e5159ebc,2019-03-19,2019-03-21,3
account.6478348275a4447684f2f463c245aa9d,2019-03-23,2019-03-28,6
account.697efc11f2454d79a9b47d9756e6275f,2019-03-03,2019-03-05,3
account.8cfbe09737494e738168432a814a49fc,2019-03-04,2019-03-06,3
account.b4d3eee6b3294c628f4d3945c5e15339,2019-03-10,2019-03-17,8
account.c19c303246174da29ce7210de2cc3d1e,2019-03-12,2019-03-12,1
account.c349b50d73724f95aeb0422eda2fdbe1,2019-03-11,2019-03-11,1
account.c38b0098cb704043981de9cf5d5a6aac,2019-03-01,2019-03-03,3
account.f1a8e503e573403182683c6c5163f583,2019-03-05,2019-03-09,5
account.f3feda0c9f8249ca98975b3ac1250fc4,2019-03-03,2019-03-11,9
account.f4c08af89d1c45f785f436ca1c2720d3,2019-03-05,2019-03-21,17
account.fdcff39a8d5f4c4685293bbda4af88d6,2019-03-10,2019-03-13,4
account.021f87239712487cbb94dcc4d57a9e46,2019-03-03,2019-03-09,7
account.1a43d27f524046ec885122c700d71373,2019-03-26,2019-03-27,2
account.206330ab041541b9a1375317705c2fb3,2019-03-01,2019-03-02,2
account.2502f770bf11454b84b6243e06d3ece5,2019-03-01,2019-03-06,6
account.31d4fbaf05774ca4924f056b1a285681,2019-03-06,2019-03-13,8
account.33913be3b840425cb5dc1baf5c894f0d,2019-03-01,2019-03-02,2
account.3490f637bf1c4d32ace673f9df54c537,2019-03-22,2019-03-29,8
account.477d4c2befcf4828a07f2dbc2db2eb8c,2019-03-03,2019-03-09,7
account.49754d4f86964ca189c8d85b62893c71,2019-03-12,2019-03-27,16
account.75a353104ffa4775a356a58c8262d45f,2019-03-08,2019-03-12,5
account.93f87c6855c04759af4ede813e4f78da,2019-03-04,2019-03-06,3
account.a9cc539083054fdebc550cc668fab575,2019-03-13,2019-03-15,3
account.ad837f619e974fda853b7df3a431b2b5,2019-03-21,2019-03-23,3
account.c63a893b4d9d4ca9b31946e23f6e775b,2019-03-02,2019-03-09,8
account.d2216f4444c44fce912e876e21d5f051,2019-03-19,2019-03-21,3
account.d515295d26254e97a9a2d0b962b08733,2019-03-03,2019-03-04,2
account.de7ea1b30b474b689fb759cf07bb918e,2019-03-03,2019-03-05,3
account.e3b1bf837239457fa519356b87acf641,2019-03-05,2019-03-06,2
account.f1b48df02ff64a1e9eaf1dee331326c1,2019-03-28,2019-03-28,1
account.f85bb9ce6bc74710a2cc0e58832dfae2,2019-03-15,2019-03-15,1
account.fb5790381b7b48adacae89f673594aa9,2019-03-17,2019-03-23,7
account.0e9afdcb225b4dfe9b2291d048e816e9,2019-03-02,2019-03-06,5
account.1d6208579de546b3968767c11d6ba755,2019-03-11,2019-03-12,2
account.27c73b9eeade4f518702b53b46828c5c,2019-03-19,2019-03-20,2
account.2e586b64998045639b8473402b3c73ba,2019-03-22,2019-03-22,1
account.31fae9b01e25438f9d796b6d2c0c8017,2019-03-03,2019-03-04,2
account.4430e0a564614e41bd02af696dddd67f,2019-03-11,2019-03-13,3
account.4e02b5f60e2640b8bab71550ba35d8e7,2019-03-26,2019-03-29,4
account.55d42d51500549c79a4c3251b63519f3,2019-03-14,2019-03-20,7
account.5ef0fb43074c4762b32b007c9b8556cc,2019-03-08,2019-03-09,2
account.660823513f2341e084f1d5745c662f96,2019-03-11,2019-03-12,2
account.6899636f96334412bda5bebb73a4ee6b,2019-03-22,2019-03-30,9
account.70420dfc03c94f7e8368e5a3c7fe9daa,2019-03-01,2019-03-04,4
account.ac272dc001c3441aa42d73b9938e5078,2019-03-13,2019-03-17,5
account.ded9e7e85be246ea88b4e23b9706dfd8,2019-03-04,2019-03-05,2
account.e4ace94d29d840d997611d482f3cb679,2019-03-03,2019-03-04,2
account.0c2f86e8457048e88c1284452d131c96,2019-03-02,2019-03-03,2
account.527a57118be54e5c93a6aeb4325dbb24,2019-03-14,2019-03-15,2
account.7fc8b3cd69964369ab78712fbc7f69e2,2019-03-07,2019-03-08,2
account.867149545da34ffea5e60c37e23a4444,2019-03-10,2019-03-11,2
account.8f95e419520843eca73e9f1cdbbd8666,2019-03-07,2019-03-08,2
account.a3cfbe866e4849b79b0362c530e6f54d,2019-03-02,2019-03-03,2
account.c5fe06df0ac447d49f2a7b3a2fe6fd20,2019-03-03,2019-03-04,2
account.e4250a3869bb477694c09c184fdda8cb,2019-03-01,2019-03-13,13
account.e82fd4ab67824d70a54755447dfa64d4,2019-03-15,2019-03-24,10
account.ee40c759a25640bb8e93b4e0fa749cfa,2019-03-01,2019-03-02,2
account.f80635712dfd4fefa57eb7f3df049952,2019-03-02,2019-03-06,5
account.009c2f629c944cd78560daa45b472d6e,2019-03-27,2019-03-29,3
account.0dfc29b5f0df4449a8468b2f49bdc447,2019-03-01,2019-03-03,3
account.1701eaf5e3834da6aa53bae24ec78abb,2019-03-10,2019-03-11,2
account.27999a1eadc1480a81db6913f076f4d7,2019-03-07,2019-03-12,6
account.3ec34b8246434df79d89d8532adb6078,2019-03-03,2019-03-04,2
account.4fefe86e582f49228a2f081d9a232c3e,2019-03-22,2019-03-23,2
account.516c0d69c83149f29c7eb625a84eae79,2019-03-06,2019-03-07,2
account.56fe272d11a24d42bdb3eca6e1adf760,2019-03-28,2019-03-29,2
account.6c25b2bf51cc49e58defa354b7f7187d,2019-03-26,2019-03-31,6
account.725d795b481a41f8968021f2f0f2c138,2019-03-11,2019-03-28,18
account.7be8d4f8a9ca4f2d849e18b1536a7b1e,2019-03-11,2019-03-11,1
account.9d68fd9266fd49389538b5b674b3deee,2019-03-01,2019-03-02,2
account.a3b39463266147758c880dd2ea66936c,2019-03-01,2019-03-09,9
account.a6dd77a1c99949568a5d19c2d117aa47,2019-03-05,2019-03-09,5
account.b12d3bb2a0ae452f8d328128056e16c8,2019-03-09,2019-03-10,2
account.eccfc12bfcef4c9d8b38ff628dc9d18c,2019-03-10,2019-03-12,3
account.edaf1f3666414fb685deb52175fa0668,2019-03-13,2019-03-15,3
account.058dd79fea0044ea8f827592f17c3467,2019-03-04,2019-03-09,6
account.2e04eb407e5040399ff35a65d271bbf2,2019-03-30,2019-03-30,1
account.34f6be34630b40f28639428b59b664a4,2019-03-16,2019-03-16,1
account.37819b80d6664cabb75cb5d37512036b,2019-03-05,2019-03-05,1
account.380cc844cef84cb590b8e2e213d53ab1,2019-03-25,2019-03-27,3
account.44a9af660c01434cb7cc758442b3eb8b,2019-03-01,2019-03-02,2
account.45eda8a944ea4015a7dcce3de48a58af,2019-03-29,2019-03-30,2
account.46fc4575f83d4353bb3db273e5d2e9cc,2019-03-02,2019-03-06,5
account.5ce0eecbd6eb4326a94e45eb841d0f7f,2019-03-07,2019-03-09,3
account.6a0f880409bf405fb940de0dfa055639,2019-03-24,2019-03-25,2
account.8418057b0e8b4af698d20afa11debf74,2019-03-15,2019-03-23,9
account.8aca81ecba0849e1a2afa8a9dddfb39b,2019-03-12,2019-03-13,2
account.b129694719694af4933532e81c21e1d3,2019-03-11,2019-03-19,9
account.c33ffffb77f745a8a8b07796999f6b27,2019-03-11,2019-03-13,3
account.fd4ea61aac4642f4918e9cfaa49dd84e,2019-03-02,2019-03-06,5
account.104c2a9c8a384064bc9cedf82c90a930,2019-03-03,2019-03-07,5
account.210bd6dcd3af43329912135b0880f75d,2019-03-15,2019-03-16,2
account.2f4ff330ecb447a6a4576e1ff3b08bf0,2019-03-14,2019-03-15,2
account.352698a577c944b7a086f6f044f78d6d,2019-03-10,2019-03-13,4
account.363f7911e9e8469295f476fbec3f5a4b,2019-03-08,2019-03-09,2
account.62424d3946154ba198b619add115ade0,2019-03-15,2019-03-16,2
account.722fd227a6d8486985bab99f846df8a8,2019-03-12,2019-03-23,12
account.72ee65d1119a4526bf7e5ade05630e6f,2019-03-01,2019-03-03,3
account.75e82e24b0334db9a1c450e75aa49b3c,2019-03-02,2019-03-06,5
account.904fab5afa454d47ab28341159233665,2019-03-14,2019-03-22,9
account.9b0687f5c08841d28a1c7bcbef04bf19,2019-03-03,2019-03-06,4
account.b4cff9adbc1f4c73b3d0a080a4e5bdcf,2019-03-01,2019-03-09,9
account.bf26a821bc8346f29c2910fc0583266d,2019-03-28,2019-03-31,4
