total_obs,total_exp,E,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64,R65,R66,R67,R68,R69,R70,R71,R72,R73,R74,R75,R76,R77,R78,R79,R80,R81,R82,R83,R84,R85,R86,R87,R88,R89,R90,R91,R92,R93,R94,R95,R96,R97,R98,R99,R100
4,3,2.0,4.0,4.0,2.0,0.0,3.0,3.0,5.0,1.0,5.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,6.0,3.0,3.0,4.0,6.0,3.0,1.0,1.0,6.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,6.0,5.0,6.0,2.0,2.0,8.0,5.0,5.0,5.0,1.0,5.0,7.0,4.0,6.0,4.0,6.0,6.0,1.0,4.0,8.0,4.0,7.0,1.0,6.0,5.0,2.0,4.0,1.0,4.0,3.0,2.0,8.0,5.0,2.0,5.0,5.0,6.0,4.0,4.0,4.0,6.0,3.0,1.0,5.0,5.0,4.0,7.0,4.0,6.0,8.0,3.0,5.0,3.0,5.0,2.0,5.0,5.0,7.0,3.0,5.0,6.0,5.0,5.0,3.0
4,4,3.0,2.0,4.0,1.0,4.0,3.0,3.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,0.0,2.0,3.0,4.0,3.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,4.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,4.0,3.0,1.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0
4,5,1.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,0,18.0,8.0,7.0,15.0,13.0,12.0,9.0,14.0,10.0,10.0,14.0,10.0,14.0,16.0,19.0,12.0,16.0,10.0,12.0,17.0,8.0,13.0,13.0,9.0,12.0,10.0,10.0,11.0,7.0,13.0,5.0,11.0,12.0,14.0,13.0,12.0,10.0,15.0,18.0,18.0,14.0,10.0,13.0,12.0,10.0,10.0,8.0,15.0,15.0,16.0,20.0,15.0,17.0,14.0,11.0,10.0,12.0,13.0,12.0,13.0,17.0,13.0,11.0,15.0,9.0,12.0,12.0,15.0,8.0,11.0,13.0,10.0,14.0,11.0,13.0,16.0,15.0,13.0,9.0,11.0,17.0,8.0,11.0,9.0,12.0,14.0,15.0,21.0,16.0,10.0,14.0,15.0,11.0,10.0,16.0,13.0,8.0,14.0,12.0,16.0,10.0
5,1,16.0,11.0,12.0,16.0,8.0,10.0,16.0,14.0,13.0,9.0,12.0,18.0,18.0,13.0,9.0,13.0,11.0,13.0,13.0,16.0,18.0,13.0,12.0,9.0,17.0,16.0,11.0,20.0,14.0,13.0,20.0,14.0,15.0,20.0,11.0,14.0,13.0,12.0,14.0,17.0,13.0,18.0,21.0,16.0,16.0,11.0,20.0,10.0,10.0,17.0,18.0,9.0,12.0,13.0,14.0,16.0,7.0,13.0,17.0,16.0,11.0,14.0,10.0,17.0,9.0,11.0,15.0,9.0,12.0,13.0,9.0,7.0,14.0,13.0,15.0,11.0,11.0,9.0,13.0,11.0,12.0,14.0,15.0,12.0,15.0,14.0,12.0,21.0,11.0,22.0,8.0,16.0,10.0,15.0,10.0,15.0,14.0,16.0,15.0,14.0,13.0
5,2,5.0,13.0,5.0,6.0,6.0,9.0,9.0,5.0,10.0,8.0,6.0,7.0,7.0,10.0,5.0,10.0,4.0,8.0,8.0,3.0,11.0,11.0,8.0,11.0,7.0,6.0,4.0,9.0,3.0,8.0,6.0,8.0,1.0,6.0,9.0,5.0,5.0,11.0,7.0,5.0,6.0,7.0,5.0,5.0,6.0,9.0,8.0,14.0,5.0,4.0,9.0,6.0,4.0,7.0,8.0,8.0,6.0,8.0,4.0,12.0,11.0,7.0,8.0,6.0,9.0,8.0,7.0,8.0,9.0,9.0,7.0,7.0,8.0,5.0,10.0,9.0,5.0,11.0,6.0,6.0,8.0,7.0,11.0,11.0,8.0,4.0,9.0,6.0,7.0,8.0,7.0,9.0,11.0,9.0,5.0,8.0,8.0,4.0,7.0,4.0,6.0
5,3,6.0,6.0,6.0,5.0,2.0,4.0,4.0,6.0,6.0,3.0,5.0,4.0,6.0,4.0,7.0,6.0,3.0,5.0,4.0,3.0,2.0,6.0,8.0,3.0,3.0,7.0,8.0,7.0,5.0,4.0,5.0,6.0,6.0,6.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,2.0,4.0,7.0,4.0,7.0,6.0,7.0,7.0,3.0,4.0,2.0,5.0,4.0,7.0,6.0,6.0,2.0,3.0,4.0,6.0,4.0,7.0,4.0,4.0,2.0,10.0,5.0,7.0,5.0,2.0,6.0,6.0,2.0,3.0,5.0,3.0,3.0,3.0,6.0,4.0,6.0,2.0,7.0,5.0,9.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,9.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0
5,4,0.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,5.0,1.0,6.0,2.0,0.0,2.0,3.0,0.0,1.0,2.0,5.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,2.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0
5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,8.0,5.0,4.0,7.0,5.0,3.0,6.0,8.0,5.0,6.0,5.0,4.0,7.0,4.0,2.0,8.0,5.0,5.0,7.0,2.0,7.0,5.0,4.0,6.0,3.0,6.0,4.0,3.0,8.0,1.0,5.0,6.0,3.0,6.0,2.0,4.0,5.0,8.0,4.0,4.0,7.0,2.0,5.0,7.0,4.0,3.0,6.0,4.0,2.0,3.0,5.0,8.0,3.0,2.0,6.0,8.0,7.0,5.0,4.0,7.0,6.0,11.0,6.0,6.0,4.0,3.0,9.0,6.0,8.0,6.0,4.0,7.0,6.0,6.0,5.0,4.0,6.0,3.0,4.0,4.0,4.0,3.0,6.0,2.0,5.0,6.0,4.0,4.0,4.0,2.0,6.0,4.0,4.0,5.0,6.0,3.0,2.0,6.0,7.0,6.0,8.0
6,1,5.0,6.0,8.0,4.0,10.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,8.0,7.0,6.0,5.0,4.0,8.0,9.0,3.0,5.0,5.0,7.0,4.0,5.0,10.0,6.0,6.0,10.0,7.0,6.0,9.0,6.0,3.0,6.0,5.0,5.0,4.0,6.0,5.0,3.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,4.0,7.0,9.0,7.0,3.0,7.0,7.0,7.0,9.0,3.0,4.0,11.0,6.0,6.0,4.0,7.0,4.0,5.0,7.0,6.0,10.0,7.0,3.0,9.0,8.0,5.0,4.0,4.0,9.0,5.0,10.0,4.0,6.0,5.0,5.0,6.0,5.0,4.0,5.0,7.0,7.0,8.0,5.0,4.0,8.0,5.0,7.0,4.0,3.0,10.0,5.0
6,2,4.0,2.0,5.0,3.0,4.0,8.0,4.0,2.0,7.0,2.0,4.0,2.0,0.0,1.0,8.0,3.0,2.0,5.0,4.0,5.0,6.0,4.0,3.0,2.0,4.0,2.0,7.0,3.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,7.0,6.0,2.0,1.0,5.0,2.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,6.0,6.0,4.0,5.0,9.0,6.0,2.0,3.0,7.0,2.0,2.0,4.0,3.0,5.0,1.0,4.0,6.0,6.0,6.0,3.0,4.0,8.0,6.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,5.0,3.0,6.0,3.0,6.0,3.0,4.0,7.0,2.0,5.0,4.0,3.0,3.0,1.0,7.0,3.0
6,3,3.0,5.0,2.0,4.0,8.0,2.0,0.0,6.0,2.0,5.0,3.0,5.0,5.0,3.0,0.0,2.0,4.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,5.0,2.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,7.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,0.0,3.0,1.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,3.0,5.0,5.0,0.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,5.0,2.0,3.0,6.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0
6,4,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,5.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,0.0
6,5,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7,0,2.0,4.0,5.0,3.0,2.0,4.0,5.0,6.0,6.0,1.0,7.0,5.0,1.0,6.0,6.0,3.0,5.0,3.0,3.0,4.0,5.0,2.0,3.0,4.0,6.0,1.0,4.0,3.0,3.0,4.0,2.0,5.0,5.0,2.0,7.0,5.0,4.0,3.0,3.0,6.0,2.0,3.0,6.0,4.0,6.0,6.0,6.0,3.0,3.0,7.0,5.0,5.0,6.0,7.0,4.0,1.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,5.0,6.0,5.0,3.0,5.0,7.0,4.0,4.0,3.0,3.0,4.0,7.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,2.0,6.0,2.0,5.0,4.0,5.0,3.0,4.0,6.0,4.0,3.0,6.0,3.0,5.0,2.0,2.0
7,1,6.0,3.0,2.0,5.0,4.0,5.0,7.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,7.0,3.0,4.0,2.0,3.0,4.0,5.0,1.0,5.0,2.0,6.0,5.0,7.0,7.0,5.0,6.0,3.0,4.0,3.0,8.0,3.0,4.0,6.0,6.0,6.0,6.0,7.0,2.0,4.0,8.0,2.0,2.0,7.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,7.0,4.0,6.0,7.0,3.0,3.0,7.0,4.0,4.0,5.0,5.0,7.0,2.0,8.0,3.0,5.0,3.0,1.0,6.0,4.0,4.0,3.0,6.0,6.0,5.0,7.0,6.0,4.0,3.0,6.0,6.0,4.0,4.0,3.0,3.0,6.0,5.0,5.0,5.0,6.0,2.0,5.0,7.0,6.0
7,2,2.0,1.0,3.0,0.0,3.0,3.0,1.0,3.0,2.0,4.0,4.0,7.0,2.0,1.0,4.0,5.0,2.0,2.0,5.0,0.0,2.0,4.0,5.0,1.0,4.0,3.0,4.0,3.0,0.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,2.0,1.0,0.0,3.0,2.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,5.0,4.0,2.0,1.0,1.0,4.0,0.0,5.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,4.0,3.0,0.0,4.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0
7,3,3.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,4.0,0.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,4.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,4.0
7,4,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0
7,5,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
7,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,6.0,6.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,7.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,4.0,4.0,4.0,5.0,2.0,7.0,3.0,4.0,2.0,4.0,5.0,1.0,3.0,2.0,6.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,6.0,3.0,2.0,2.0,4.0,3.0,5.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,6.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,5.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,2.0,3.0,6.0,3.0,4.0,3.0,4.0,3.0,5.0,2.0,2.0,1.0
8,1,3.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,2.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,2.0,5.0,2.0,1.0,4.0,4.0,5.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,5.0,3.0,2.0,5.0,0.0,1.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,6.0,1.0,4.0,6.0,3.0,2.0,3.0,4.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0,1.0,2.0,2.0,1.0,4.0,0.0,4.0,2.0,2.0,2.0,7.0,2.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,1.0,1.0,4.0,3.0,5.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,7.0
