"total_obs","total_exp","E","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","R31","R32","R33","R34","R35","R36","R37","R38","R39","R40","R41","R42","R43","R44","R45","R46","R47","R48","R49","R50","R51","R52","R53","R54","R55","R56","R57","R58","R59","R60","R61","R62","R63","R64","R65","R66","R67","R68","R69","R70","R71","R72","R73","R74","R75","R76","R77","R78","R79","R80","R81","R82","R83","R84","R85","R86","R87","R88","R89","R90","R91","R92","R93","R94","R95","R96","R97","R98","R99","R100","R101","R102","R103","R104","R105","R106","R107","R108","R109","R110","R111","R112","R113","R114","R115","R116","R117","R118","R119","R120","R121","R122","R123","R124","R125","R126","R127","R128","R129","R130","R131","R132","R133","R134","R135","R136","R137","R138","R139","R140","R141","R142","R143","R144","R145","R146","R147","R148","R149","R150","R151","R152","R153","R154","R155","R156","R157","R158","R159","R160","R161","R162","R163","R164","R165","R166","R167","R168","R169","R170","R171","R172","R173","R174","R175","R176","R177","R178","R179","R180","R181","R182","R183","R184","R185","R186","R187","R188","R189","R190","R191","R192","R193","R194","R195","R196","R197","R198","R199","R200","rand_mean","rand_std","norm_pval"
7,2,8,10,8,7,7,8,8,9,6,8,11,11,4,7,2,8,9,7,7,5,6,11,4,4,8,9,5,9,4,5,9,4,6,3,7,8,6,8,4,9,4,5,9,9,5,13,7,7,11,8,8,7,6,8,6,5,9,5,5,6,6,11,4,6,4,6,5,5,6,5,10,5,5,4,11,5,8,9,2,5,6,5,11,6,6,5,6,6,6,5,6,7,6,12,8,9,6,6,8,9,6,9,6,8,10,8,6,5,8,4,8,7,5,6,9,7,6,9,16,10,5,7,5,5,10,6,9,5,5,11,6,6,6,10,5,7,5,8,6,5,6,5,8,9,4,7,6,3,12,6,12,6,4,8,8,6,6,6,9,10,2,5,8,7,6,6,7,4,10,4,9,8,4,9,10,6,3,5,6,9,4,3,3,6,7,5,3,13,7,6,7,9,8,1,7,9,7,7,5,7,10,6.815,2.34269419267689,0
7,3,5,2,0,3,2,1,3,2,1,1,2,1,0,3,0,0,2,4,1,2,4,2,2,1,2,3,2,3,2,0,0,4,1,3,3,5,3,1,4,3,2,0,1,0,4,4,3,1,2,1,1,0,2,1,2,1,3,2,1,1,2,4,1,1,2,0,2,1,2,1,3,3,1,2,1,1,3,3,3,0,1,3,2,1,3,2,4,0,0,0,1,3,3,1,3,1,1,0,2,2,0,0,2,1,2,3,2,2,2,4,3,1,1,2,1,1,2,2,0,5,3,2,2,0,5,1,5,2,1,3,4,3,3,1,1,1,1,1,4,1,5,2,2,1,1,1,1,1,2,3,2,1,1,2,2,1,1,2,1,1,0,2,2,4,4,1,2,2,4,4,1,0,5,4,3,1,3,1,2,4,0,2,4,0,2,1,2,2,1,2,3,1,1,0,1,5,3,4,2,2,3,1.91,1.28458193735116,0.045
8,0,19,19,21,18,21,19,12,20,17,18,14,23,27,17,21,25,24,21,14,19,21,20,16,14,16,16,21,18,19,23,19,24,23,25,25,21,13,18,23,20,19,21,19,18,20,23,19,18,19,19,18,21,21,26,20,25,21,25,19,22,19,18,21,23,14,20,21,21,21,22,16,18,25,17,18,24,17,16,23,23,16,19,20,17,17,21,18,26,21,18,18,20,19,21,20,21,23,22,24,17,24,17,19,17,22,18,23,18,21,20,14,23,21,21,13,17,19,18,17,23,23,20,21,29,23,18,21,23,30,22,16,22,20,13,15,21,24,15,21,19,21,20,9,27,17,23,25,22,22,24,22,23,22,22,16,21,28,28,15,17,19,19,23,18,26,16,23,21,17,27,27,16,17,19,13,17,25,18,17,20,24,18,19,16,26,23,24,18,21,16,23,17,23,21,14,20,23,24,21,17,26,20.15,3.5184367245873,0.219
8,1,20,17,14,27,15,16,20,20,26,24,15,16,15,17,18,17,13,14,18,20,16,14,21,17,18,21,22,12,16,20,21,17,17,21,20,23,26,19,15,21,25,16,15,17,18,18,19,17,19,18,17,18,18,20,19,12,24,6,18,20,17,18,19,20,13,21,22,13,23,21,12,19,17,15,15,11,19,13,17,14,16,17,22,26,13,14,26,14,13,25,16,14,21,16,15,14,13,12,14,20,12,21,15,12,16,21,16,22,19,15,18,22,18,20,18,20,18,25,8,21,17,15,18,26,14,19,19,19,17,13,16,17,17,18,17,16,18,18,19,19,16,13,19,16,16,18,13,19,12,17,17,19,17,23,17,17,18,22,15,11,13,20,23,17,17,22,17,19,13,15,20,15,21,13,23,17,21,13,15,14,15,20,17,20,13,16,26,19,15,19,16,23,14,23,21,13,15,14,16,16,23,17.595,3.63967183345922,0.114
8,2,5,6,10,5,6,7,11,7,5,10,6,6,11,6,5,11,5,6,13,8,6,4,10,7,7,7,5,8,8,7,7,6,10,8,6,5,6,7,11,11,5,12,9,5,13,5,5,9,8,8,9,5,8,4,7,6,9,16,12,6,6,4,6,5,6,8,4,7,8,4,5,4,5,8,6,5,7,10,8,5,9,8,5,7,8,6,6,7,8,5,6,5,5,7,5,9,9,9,12,7,7,5,9,11,7,8,3,10,7,3,8,3,7,4,5,8,5,5,9,2,7,6,6,6,5,11,3,7,4,9,10,7,12,2,4,7,4,10,8,11,8,6,6,9,12,12,6,5,7,6,4,5,7,9,8,9,7,14,8,5,8,9,10,7,7,5,6,6,7,9,6,9,6,9,4,10,8,11,11,8,10,10,12,10,10,4,15,7,8,8,3,8,5,6,12,6,12,7,11,6,6,7.325,2.5320805991919,0
8,3,2,1,2,2,4,2,4,0,2,3,3,2,4,0,3,3,4,0,0,2,3,3,2,2,3,3,5,3,1,3,2,6,0,4,1,3,2,4,5,4,1,3,1,4,2,4,0,2,2,3,3,3,0,1,1,3,4,3,0,2,1,3,3,1,2,2,1,5,3,3,1,0,1,4,2,1,3,1,1,4,3,1,2,5,2,4,5,1,1,4,0,4,5,2,4,2,1,4,1,3,1,1,4,3,3,2,3,1,2,1,3,0,2,6,2,2,1,4,1,1,2,2,1,4,1,0,2,1,5,3,1,3,2,1,5,2,3,1,5,3,0,5,3,2,2,1,7,3,2,2,4,0,0,2,0,2,2,1,1,4,4,2,4,3,1,2,5,2,1,3,1,4,0,1,3,2,4,0,3,3,2,1,0,6,4,3,3,3,1,2,3,4,2,3,1,3,3,2,2,0,0,2.335,1.47773254255859,0.665
9,0,22,20,15,14,18,14,15,15,16,16,16,18,13,19,15,15,11,17,14,17,15,15,15,13,13,20,14,18,15,7,19,15,12,11,13,16,19,16,11,15,17,13,12,16,9,10,13,13,11,12,16,12,14,16,13,19,13,19,17,15,17,11,16,15,18,16,13,14,13,13,16,19,13,13,16,15,27,13,14,21,14,12,16,11,14,10,17,13,18,15,20,17,11,16,16,19,15,14,14,17,17,15,11,10,24,10,13,14,18,13,17,12,14,15,16,10,18,16,24,17,17,14,13,18,13,13,16,8,16,14,16,14,15,17,18,13,14,17,14,11,16,15,18,20,15,13,24,10,14,18,15,16,17,15,22,11,13,14,11,16,16,18,13,11,13,15,14,20,16,13,12,16,20,12,17,10,13,16,18,16,12,19,19,20,13,18,16,17,17,18,12,13,17,18,20,13,16,14,11,10,14,15.08,3.05619068572916,0
9,1,9,13,17,9,14,20,14,24,15,17,22,11,18,12,20,14,19,16,14,16,15,25,23,14,13,13,16,20,13,15,19,14,18,14,21,18,17,14,21,19,15,23,18,19,16,15,24,15,13,16,20,18,18,17,14,19,15,22,20,22,12,14,11,24,16,15,17,17,27,19,17,16,16,12,17,21,15,14,12,18,21,18,13,18,17,15,14,13,15,21,15,18,14,14,20,15,15,18,20,15,17,13,21,21,10,12,18,16,13,16,17,16,21,15,15,12,12,18,14,18,16,17,16,13,19,18,21,21,18,17,16,20,21,18,20,15,13,15,18,15,15,17,20,12,22,13,16,16,19,19,24,16,20,15,16,13,17,16,17,21,18,13,22,23,16,15,16,17,23,22,21,12,17,18,17,24,14,18,11,20,17,21,15,17,19,16,12,18,15,19,13,12,15,17,15,18,17,20,17,20,15,16.88,3.27248311357648,0.381
9,2,9,11,7,4,11,6,3,7,5,8,9,4,5,11,7,5,5,7,3,8,4,3,4,4,8,7,3,2,5,5,4,9,4,3,5,7,7,12,6,2,5,6,3,6,3,5,6,3,8,6,5,9,3,1,4,4,5,3,9,6,12,6,6,7,5,5,6,5,9,3,8,6,4,4,7,7,6,10,7,2,4,2,3,7,5,5,5,9,7,4,8,5,5,7,9,6,6,6,6,4,8,4,6,4,7,7,5,5,7,8,3,6,6,8,8,3,5,2,6,7,7,4,6,8,8,7,5,3,8,6,5,5,4,9,10,7,9,6,4,3,7,5,9,7,11,4,3,5,5,1,3,7,8,7,6,3,3,8,10,4,5,8,3,8,3,7,3,8,8,7,4,11,6,6,4,7,5,7,7,8,6,8,10,5,5,4,3,3,9,6,8,6,8,8,5,4,4,6,3,5,7,5.855,2.22457155267364,0.178
9,3,3,3,4,2,2,3,0,6,4,4,1,4,2,2,7,1,3,4,3,1,2,3,5,5,1,1,2,2,3,2,0,2,1,2,2,1,0,0,5,2,6,1,3,3,3,2,4,2,1,5,3,2,3,5,2,4,1,3,3,1,1,2,1,1,2,3,1,2,4,5,0,1,4,1,2,1,1,3,2,1,2,3,2,3,2,2,2,1,3,4,3,2,4,4,1,3,0,4,3,4,5,4,1,1,3,2,2,0,2,1,2,3,3,3,3,3,4,2,0,2,2,4,3,1,2,1,3,3,2,1,3,2,3,3,1,0,2,3,4,3,4,2,4,4,2,1,3,0,2,5,4,2,3,2,2,1,2,2,3,3,1,4,1,1,6,3,3,4,0,0,0,1,2,2,4,2,1,2,2,2,4,2,2,3,5,5,2,1,4,3,6,3,4,3,2,1,4,1,2,1,2,2.44,1.40580276249379,0.409
10,0,6,5,9,12,9,13,12,11,4,14,17,9,9,6,10,10,8,11,13,8,16,11,7,10,12,14,6,13,17,16,9,9,13,9,5,9,9,11,11,10,10,5,12,12,11,11,10,11,12,9,8,9,11,8,9,10,12,7,14,9,14,13,11,8,12,10,14,11,7,14,15,7,11,14,9,13,13,8,11,6,10,8,12,11,8,12,8,8,7,9,8,13,14,7,8,11,11,10,12,9,11,13,13,13,10,16,10,11,9,10,11,7,8,6,9,12,11,6,5,12,11,13,6,8,6,8,5,9,4,8,7,11,8,14,9,9,11,10,11,9,9,9,8,10,8,8,6,9,14,10,10,13,9,8,15,11,11,8,10,13,6,15,12,7,16,10,10,6,8,13,9,11,10,11,4,12,9,6,12,11,12,6,11,12,11,11,10,5,9,13,14,7,8,11,11,14,8,10,9,11,8,10.06,2.68373099626276,0.584
10,1,10,9,13,12,5,5,7,6,7,3,7,12,9,10,7,8,7,5,12,4,13,9,2,8,8,10,9,7,9,4,8,6,11,10,8,11,7,6,6,7,10,7,6,7,11,8,8,9,3,9,11,6,10,9,11,8,9,7,4,4,8,12,4,4,12,7,7,12,7,6,13,9,9,9,7,5,6,7,11,5,9,11,9,12,8,7,13,8,11,11,9,11,8,12,4,7,12,8,9,8,10,6,7,7,6,6,15,6,6,9,9,13,11,6,5,8,6,8,10,8,14,9,9,5,12,7,13,10,8,9,9,4,11,8,6,12,9,16,9,15,9,9,10,10,6,7,5,6,17,9,9,7,7,8,8,9,9,9,11,13,9,9,7,7,7,10,5,11,10,6,10,8,9,10,14,5,12,6,10,6,8,14,5,10,7,8,7,12,6,4,5,10,10,13,8,8,14,4,10,8,4,8.46,2.72313741609465,0.735
10,2,5,4,4,4,5,8,9,2,7,5,4,5,5,8,5,5,4,9,9,4,5,3,4,5,2,2,7,4,6,3,5,9,2,5,5,4,5,2,8,4,6,5,6,3,5,5,4,3,6,4,5,6,5,4,6,4,8,5,8,2,1,2,9,6,5,9,7,8,4,4,5,9,3,6,4,8,4,3,5,4,4,7,7,3,6,7,3,6,3,3,8,4,4,5,3,5,7,5,2,5,5,5,2,3,9,6,3,6,6,4,4,6,2,7,6,4,3,7,4,1,3,4,7,5,4,5,11,8,3,5,6,6,2,4,4,5,6,3,4,4,5,9,5,1,4,6,6,4,1,7,3,5,5,8,3,7,6,5,5,5,6,5,6,4,5,2,7,4,4,6,4,4,7,4,4,5,4,5,4,7,3,3,8,6,4,5,7,5,4,6,2,1,3,2,5,1,5,3,5,3,4,4.865,1.91444522055675,0.065
10,3,3,4,0,1,4,5,2,5,1,1,1,1,2,1,1,1,2,1,2,1,4,1,2,0,5,3,1,1,4,4,1,0,2,4,1,1,2,3,3,2,1,0,1,2,4,5,0,2,5,2,3,2,3,1,4,3,1,3,5,5,4,3,3,3,1,1,3,5,2,1,3,2,4,5,2,1,0,2,2,4,4,3,2,2,1,3,1,3,5,1,2,0,3,4,1,2,3,3,1,0,5,3,1,5,2,4,0,1,2,4,4,0,2,2,2,2,1,3,3,1,5,4,2,0,4,1,1,2,2,3,1,2,0,1,2,1,2,3,1,2,2,0,4,3,2,5,2,1,0,0,4,2,1,3,1,1,3,2,3,2,2,1,2,0,4,2,0,1,2,0,3,4,4,1,1,0,1,0,1,1,6,1,5,1,3,2,1,1,4,0,4,2,3,4,3,3,0,2,1,4,1,2.175,1.46804317162979,0.007
11,0,9,7,11,11,6,7,8,2,6,8,3,7,6,10,4,10,8,5,7,6,2,3,11,5,6,2,10,11,4,7,4,8,8,8,1,9,6,5,7,7,3,5,9,3,3,9,7,4,6,7,9,7,6,7,6,6,7,6,8,5,6,9,7,7,5,7,7,6,8,7,4,5,8,8,6,5,4,6,6,11,6,6,8,3,10,6,6,11,7,6,6,11,7,10,3,7,7,8,6,7,6,3,9,7,6,3,4,13,5,6,8,4,10,5,10,8,9,6,5,5,6,7,7,6,8,4,6,10,2,7,7,6,3,7,5,6,6,4,6,4,8,4,8,4,4,6,6,7,4,9,4,10,3,6,4,7,4,5,7,6,8,9,3,5,6,3,6,5,5,7,7,6,6,9,10,7,8,10,7,5,9,7,2,7,9,2,8,4,9,7,4,5,5,8,6,11,4,7,7,5,8,6.415,2.21751252737053,0.307
11,1,4,4,3,4,3,3,3,6,3,2,7,2,3,6,6,6,4,10,3,5,6,6,9,4,6,7,5,3,6,5,3,1,6,5,5,6,9,9,4,4,3,7,8,5,9,5,5,8,4,7,7,4,3,4,4,4,5,8,8,9,8,6,2,5,3,5,5,3,3,5,8,4,6,4,6,5,5,4,9,7,10,6,4,1,7,6,9,2,6,4,7,4,6,3,9,8,2,5,7,9,5,5,6,4,4,8,6,4,3,8,2,7,3,6,8,4,7,4,4,3,4,4,8,6,5,7,10,1,4,5,4,5,3,3,7,2,3,8,7,6,5,4,6,6,8,4,7,12,4,5,4,10,6,8,6,8,6,7,5,6,10,4,5,10,6,6,5,7,3,7,6,6,7,8,4,7,7,3,4,9,3,3,8,2,4,4,5,9,7,9,5,6,5,3,4,4,9,3,5,8,8,5.475,2.14999707841335,0.274
11,2,7,3,2,5,3,3,3,2,4,4,3,4,2,2,3,5,5,3,6,4,1,2,2,9,2,2,2,6,3,5,3,2,0,1,8,6,3,2,4,3,3,3,3,3,1,4,3,4,2,2,6,6,2,6,3,5,2,1,1,4,4,2,4,2,4,3,1,4,2,6,2,4,8,2,5,10,4,2,3,4,3,2,4,4,0,3,3,3,2,2,5,3,4,2,5,1,3,0,6,8,3,1,3,5,1,1,6,3,5,2,5,2,4,7,4,5,2,7,7,6,3,4,6,1,4,4,1,2,3,5,3,1,4,6,3,1,7,2,4,3,4,2,0,5,2,5,3,3,3,3,7,2,3,2,6,3,2,3,4,4,2,2,1,4,4,3,2,3,2,2,2,4,5,1,4,7,0,3,2,2,4,3,4,2,3,4,2,2,4,4,8,5,3,2,5,5,4,4,4,2,5,3.405,1.79641602997853,0
11,3,0,2,3,2,1,1,2,4,2,0,2,1,3,1,0,2,4,1,2,2,1,4,3,3,1,2,3,0,1,2,2,1,3,2,2,0,4,4,0,0,2,1,0,1,3,3,0,4,2,0,3,0,2,5,1,1,4,0,4,3,4,2,2,1,1,3,0,2,2,2,1,4,2,4,2,2,5,3,3,1,1,0,4,4,3,1,1,2,2,2,4,2,1,2,3,1,2,1,1,1,2,3,0,2,2,0,2,1,1,3,3,2,0,2,1,4,3,1,2,6,3,0,2,3,0,1,2,2,2,3,3,4,3,2,2,4,0,0,2,2,0,1,2,3,2,3,2,5,2,3,1,3,0,2,1,0,2,2,4,1,1,3,2,3,2,4,1,2,3,3,3,3,2,0,3,4,3,0,3,1,1,1,3,0,1,3,2,2,4,2,0,1,4,2,3,4,1,0,4,5,5,2.045,1.32732208585482,0.382
12,0,31,25,29,23,29,27,22,34,34,30,27,25,29,26,24,27,34,29,30,23,29,29,29,26,27,27,32,22,28,26,21,27,29,29,31,23,25,31,24,34,26,28,27,30,24,27,32,30,24,32,24,28,33,34,30,27,29,28,23,25,29,23,31,32,24,28,27,30,32,28,26,32,31,24,29,24,30,28,20,30,34,28,25,27,31,32,33,24,34,25,25,29,26,33,34,28,25,31,23,29,27,33,29,24,37,29,33,24,33,29,22,31,28,28,26,26,26,30,28,30,26,26,27,28,22,31,22,35,29,27,28,27,32,28,34,24,28,34,25,27,31,34,31,29,32,31,30,33,29,31,31,24,32,23,24,30,27,24,29,29,28,25,25,31,31,25,25,28,24,25,23,29,27,25,26,28,26,30,27,27,34,26,33,27,31,31,25,22,24,29,26,21,29,29,32,23,27,27,28,29,27,28.015,3.37962785260605,0.253
12,1,37,43,37,40,39,42,48,41,33,36,46,40,37,44,42,42,32,44,39,52,40,32,39,45,42,42,38,43,42,44,43,42,46,38,39,39,41,33,41,39,35,43,36,42,45,29,34,33,50,39,41,37,39,34,38,44,35,36,44,33,36,49,36,39,39,30,43,37,32,34,39,38,36,40,35,42,40,38,47,45,36,43,40,42,31,37,32,47,33,46,43,38,43,30,38,42,46,40,44,42,41,45,39,37,37,46,39,39,40,43,41,40,43,44,39,42,41,43,45,37,36,40,47,41,40,43,44,38,43,36,39,43,36,33,39,43,37,31,39,45,35,33,38,37,40,36,37,45,29,41,38,39,44,45,48,40,44,43,40,35,42,38,43,39,34,39,45,38,41,38,44,47,41,39,40,36,40,43,45,41,36,38,36,47,40,41,43,46,34,42,44,48,37,35,38,37,30,38,37,35,40,39.78,4.34002060991332,0.961
12,2,22,28,24,30,28,26,29,18,38,23,24,32,19,21,25,28,25,22,22,16,23,32,29,22,27,24,30,25,21,22,27,26,17,29,27,22,26,35,24,24,35,33,30,24,24,39,33,26,25,21,29,24,24,33,28,24,27,31,25,37,29,26,37,23,31,35,22,22,28,32,30,27,24,29,26,23,27,27,21,15,24,28,25,27,31,24,29,19,24,25,26,27,29,29,26,27,22,27,25,22,31,23,29,29,21,16,16,36,26,21,27,21,21,21,32,27,30,24,28,26,31,29,20,23,26,29,23,17,28,31,28,22,28,24,23,31,28,30,25,25,25,30,23,30,22,26,24,18,26,24,27,29,19,17,28,25,20,23,30,25,24,27,26,20,25,30,19,19,28,30,30,16,21,31,26,29,32,24,21,21,23,30,25,25,25,30,28,25,27,19,29,24,24,28,20,29,37,32,28,26,24,25.93,4.51297403863204,0.468
12,3,36,32,35,32,31,31,26,36,27,33,27,31,39,32,36,28,36,31,30,36,33,30,29,28,29,30,29,36,30,33,36,33,35,31,33,35,26,24,30,30,32,27,33,35,30,28,28,35,34,36,23,33,36,24,33,30,35,28,24,29,27,27,27,32,32,30,32,35,33,31,27,29,30,30,31,33,27,33,33,33,30,29,27,30,32,31,32,35,33,32,27,30,28,32,28,28,33,32,27,27,23,30,31,32,34,34,35,29,34,35,29,35,36,32,26,30,31,30,25,33,29,31,31,35,33,27,30,33,33,31,31,34,32,37,28,30,29,29,35,29,33,34,31,26,32,34,33,28,38,27,25,29,35,35,25,34,37,31,22,34,30,31,34,34,30,30,35,35,35,28,32,35,32,31,35,29,28,35,32,33,32,32,28,27,31,25,27,28,33,34,25,34,37,29,34,32,28,33,29,35,28,31.08,3.2966558356147,0.408
